idx	offset	len	original_en	translation_zh	notes
0	0x0200	5	space
171	0x905C	176	Build specific applications into\rthe design of your ships. Make\rseparate ships for war,\rexploration, and freighting. Too\rmuch generalization will leave you\rweak and vulnerable.	在艦艇設計中納入專\r門用途。分別打造作\r戰、探索、運輸用艦。\r過度通用會讓你又弱\r又脆。
172	0x910E	294	To stay alive out here, temper\ryour reactions to unexpected\rsituations.  Fight when it is\rnecessary to fight, but run when\rit is best to do so. You cannot\rsave your planet unless you can\rsave yourself. If you are not\rstrong enough to face a foe, run\raway and return when you are more \rpowerful.	要在外頭活下來，請\r節制對突發狀況的反\r應。該打就打，該逃\r則逃。若不能自保便\r救不了你的星球。若\r不足以對抗敵人，先\r逃，待更強再回來。
173	0x9236	115	Be choosey when cloning\rreplacements for your crew. Accept\ronly specimens that are highly\rskilled for your weapons.	複製艦組替補者時要\r挑剔。只收與你武器\r搭配技能高的樣本。
174	0x92AB	216	Heed my warning. Do not visit \rProcyon 3 until there is great \rstrength in your weapons and\rarmor.  There is much of danger to\rbe found there. If you look long\renough you will find a Battle\rLaser, one way or another.	聽我警告。武裝未強\r盛勿訪普羅西恩三號。\r那兒險境重重。若找\r夠久，總會以某種方\r式覓得戰鬥雷射。
175	0x9385	226	The keeper of the Leader's Stone\rwas last known to be on a cruise\rpassing by Capella 1, but no\rcontact has been made with the\rship in some time. The Leader's\rStone is necessary for your tasks,\rso you may wish to search for it.	守領者之石的看守人\r最後行蹤已知是搭一\r艘掠過卡佩拉一號的\r巡航船，但近期無聯\r絡。領者之石為你的\r任務所需，建議尋訪。
176	0x9469	306	The Claims Officer on Alhena 8 is\ra forgetful fellow. He's always \rmisplacing his validation stamp,\rand what's worse is he drops it in\rthe same place every time. If you\rneed him to validate a deed,\rchances are you'll have to find\rhis stamp first.  A flight\rrecorder will open the door to\rwhere he loses it.	阿赫納八號的權狀官\r是個健忘的傢伙。他\r老把鑑證印章弄丟，\r更糟的是每次都掉在\r同一處。若需他鑑證\r文件，多半得先幫他\r找回印章。一具飛行\r紀錄器可打開他丟印\r章那間屋子的門。
177	0x959D	161	The doors of the diplomatic\rstation on Hyades 1 are operated\rby slider panels found on the\rwalls. This information may prove\ruseful if ever you need to go\rthere.	海雅德斯一號外交站\r的門由牆上的滑桿面\r板操控。若你需要去\r那兒，這資訊或許有\r用。
178	0x9640	195	Use grenades with caution. They\rare very effective against groups\rof foes, but watch your range.\rGrenades work just as effectively\ragainst any of your own people who\rget caught in the blast area.	用手榴彈要謹慎。對\r成群敵人極有效，但\r留意距離。對自家人\r落入爆風範圍同樣有\r效。
179	0x9705	170	There is solidarity among beings\ron planets. If you fire at a\rbeing, others within sight are\rlikely to come to its aid. It may\rbe best to do your killing in dark\rcorners.	行星上的眾生有同類\r意識。若你射擊某者，\r視野內的其他人很可\r能來援。最好在暗角\r動手。
180	0x97B1	147	If there is a starbase in a\rsector, it may be worth checking\rout. Bases are seldom established\rin areas where there is nothing of\rvalue to protect.	若星區有星基地便值\r得查看。基地少設於\r無價值可護的區域。
181	0x9846	230	Bases and their escorts do not\rhave to be destroyed in one\rattack. If need be, and it \rprobably will, you may retreat to \rrepair your damage and return to \rfinish your devastation. What\rships you have destroyed will\rstill be gone.	基地與護衛不必一次\r打掉。需要時，多半\r你會需要，可先撤退\r修復損傷再回頭完成\r殲滅。已摧毀之艦仍\r然消失。
182	0x992E	89	Any fool knows that you should use\ra Sonic Pinchers on pipes that are\rjutting from walls.	任何傻子都知道牆上\r突出的管子要用音波\r鉗。
183	0x9989	259	The jungle planet of RasalMothal 5\ris in terrible danger of being \rdevastated by storms. Inside the \rpyramid is the key to calming the \rweather. In the jungle there is a \rmaintenance shed. Fix the wires\rthat have been chewed on by Slieth\rto enter the pyramid.	叢林行星拉薩摩薩五\r號正面臨被風暴摧毀\r的危機。金字塔內藏\r有平息天氣之鑰。叢\r林中有間維修棚。修\r復被斯萊絲咬壞的電\r線方能進入金字塔。
184	0x9A8E	196	On RasalMothal 5 there is a square\rarea of strange design outside the\rcontrol room. You must manipulate \rthe tiles of the square to look\rlike a claw-shaped ship to gain\raccess to the control room.	拉薩摩薩五號控制室\r外有塊設計怪異的方\r形區域。須操作方格\r拼成爪形船的模樣才\r能進入控制室。
185	0x9B54	257	The domes of Zaurak 2 are full of \rteleports. It is very easy to get \rlost while popping around. It may\rbe wise to drop objects to mark\rwhere you've already been. When\ryou find the pumping station, a\rspecial tool must be used to\rreactivate the water supply.	佐拉克二號的圓頂內\r滿是傳送器。跳來跳\r去極易迷路。掉落物\r品標記走過處乃明智\r之舉。找到抽水站時\r須用特殊工具重啟供\r水。
186	0x9C57	282	On Diphda 4 they play a nasty game\rcalled Scorch. Only the bravest \rplay, for pain is the penalty for \rlosing. Very few beat the machine.\rBut... I know a way to win. There\ris a switch buried somewhere in\rthe snow outside. Throw the switch\rand the Scorch machine will throw\rthe game.	迪夫達四號玩一種叫\r「焦」的惡劣遊戲。\r只有最勇者敢玩，因\r輸者受痛罰。極少有\r人勝過機器。但……\r我知道贏法。外面雪\r中某處埋著一個開關。\r扳下開關，焦機便會\r放水。
187	0x9D73	163	Go see the Giate on Rana. He will \rtell you of the needs of this \rsector. His words must be followed\rto neutralize the white dwarf that\ris threatening this sector.	去找拉納上的吉亞特。\r他會告訴你此星區的\r需要。須遵其言才能\r中和威脅本星區的白\r矮星。
188	0x9E18	217	Greetings, Humans. I have some \rinformation that may set your\rminds at ease, at least for the\rtime being. Our latest scans show\rthat your planet is still safe and\rintact. We wish you luck on your \rquest to reclaim it.	人類，您好。我有些\r訊息或可讓你們暫時\r安心。我方最新掃描\r顯示你們的行星仍安\r全完好。祝你們找回\r的征途好運。
189	0x9EF3	280	If your knowledge is not great \renough to carry you through the \rtasks that lie ahead, there are \rlegendary beings of great\rintellect that may be called upon\rto give assistance. They can be\rreached by your standard\rtelecommunications consoles. Their\raccess code is (818) 999-0607.	若你的知識不足以撐\r完前路任務，有些智\r識淵博的傳奇存在可\r以召喚相助。可由標\r準通訊台聯絡。存取\r碼為 (818) 999-0607。
190	0xA00D	140	If you should need to get into the\rtemple on Ankaq 1, pay tribute to \rthe Queen Muniarc on Fomalhaut 6. \rShe will give you the key you\rneed.	若你需要進入安卡克\r一號神廟，向佛瑪豪\r六號的穆尼亞克女王\r獻貢。她會給你所需\r之鑰。
191	0xA09B	274	In the temple on Ankaq 1, the \rspheres of Awa, Themi, Ryth and \rHarmon have been stolen away and \rscattered throughout this sector. \rThey must be returned to their \rproper resting places in the\rfloor.  While on Ankaq you may\rwish to look for the Comnet which\rwas lost there.	安卡克一號神廟內阿\r瓦、賽米、雷斯、哈\r蒙之球皆遭竊，散落\r於本星區各處。須歸\r回地面相應安放之位。\r在安卡克時，建議尋\r找該地遺失的通訊網。
192	0xA1AF	306	Shadowside is a dark world of \rintrigue. The Cyberpunks and the \rTschi Tai are always looking to\rgain advantage over each other.\rHeed these three things - Take\rEinjhi Codebreaker's translations\rto Bit. If you find any wetware,\rtake it to Socketball. Find\rwet suits for your group. They may\rbe needed later.	影面是個密謀重重的\r黑暗世界。賽博龐克\r與齊采人總在互鬥取\r利。記住三件事：把\r艾因吉破譯員的翻譯\r交給比特。如得任何\r溼件，交給插座球。\r為隊伍備溼裝。或許\r日後用得到。
193	0xA2E3	238	Nashira 3 is a shimmering place of\renticing waters. Don't try to swim\rwithout a wet suit or you will be \rforever lost in the lightless, \rbottomless deep. But you will need\rto swim to find the real life and \rcivilization of this wet world.	納希拉三號是片誘人\r的閃爍之水。沒溼裝\r別下水，否則永困無\r光無底深淵。但要找\r到此水世界的真實生\r命與文明，須得游下\r去。
194	0xA3D3	160	On Nashira 3, the only way to\rescape with the Sphere of Themi is\rto leave a counterfeit sphere in\rits place. The Seadudes are too\rstupid to know the difference.	在納希拉三號，要帶\r賽米之球逃離只能留\r一個假球替代。海漢\r蠢得分不出差異。
195	0xA475	143	On Alrai 2, in the chambers of CU,\rthere is a picture hanging on the \rwall. Search this picture closely \rand a hidden passage may be \rrevealed.	阿萊二號 CU 的房裡，\r牆上掛著一幅畫。仔\r細查畫，或現密道。
196	0xA506	378	In this sector there once lived a \rmerchant who grew very rich by \rselling video entertainment to \rintelligent beings. He was loved\rby all. Then one day Pirates came\rand copied his goods and\rdistributed them freely throughout\rthe galaxy. As a result of this\rthievery, the merchant's wife and\rchildren died of starvation and he\rhimself now lives a destitute life\ras a broken man.	本星區曾有一商人，\r靠賣影音娛樂給智慧\r生物致富，眾人敬愛。\r後一日海盜來抄錄其\r貨並免費散布全銀河。\r因此盜行，商人妻兒\r餓死，他自己今貧苦\r潦倒，為一破碎之人。
197	0xA682	133	Dangerous for your kind, is this \rplace. Last long will you not. \rPowerful ships you need, but slow \rthey will become. He he he he...	對你族危險，此地。\r久留你不能。強大艦\r你需要，但慢將為。\r呵呵呵呵……
198	0xA709	244	Arcturas III is trapped in the \rdarker ages of fear and ignorance.\rWhen you come across the four rows\rof chests, open three lids in the \rfirst row, three in the second\rrow, all lids in the third row,\rand the prize in the last row will\rbe yours.	大角三號困於恐懼無\r知的黑暗時代。遇四\r排寶箱時，第一排開\r三蓋，第二排開三蓋，\r第三排全開，末排之\r賞便歸你。
199	0xA7FF	226	I have been patrolling this sector\rfor a long time. There is little \rthat remains hidden from me. Mizar\r5 may be of particular interest to\ryou. There are two prizes to be \rfound there - the Cevitic Balancer\rand a Hataphas gem.	我在此星區巡邏甚久。\r對我而言鮮有隱藏之\r物。米薩五號或許特\r別合你意。那兒有兩\r樣寶物：賽維提平衡\r器與哈塔法寶石。
200	0xA8E3	150	The only way to enter the main\rcomplex on Ascella II is to use\ran Escape Code.  Be warned, if you\rdare to go there, buy life\rinsurance and lots of it.	進入阿瑟拉二號主綜\r合區唯一方式是用脫\r逃碼。警告：若敢去，\r買壽險，買多點。
201	0xA97B	230	Be wary on Izar 2. Truth, there,\ris of vital importance, for no one\rknows the plans of the Concierge. \rUse the Star Stones of Arcturas\rIII to travel past the pockmarked\rwall.  Remember, always answer\rtruthfully what you are asked.	在伊薩二號當心。在\r那兒真相至關重要，\r因無人知守門人之計。\r用大角三號的星石越\r過麻臉牆。記住，被\r問時必誠實回答。
202	0xAA63	150	There are radioactive piles on\rIzar 2 that could prove very\rhazardous to beings such as\ryourselves. They can be safely\rcleared away by using a Pickor.	伊薩二號上有放射性\r堆，對如你這般生物\r極危險。用皮可可安\r全清除。
203	0xAAFB	254	New growth takes place on \rVindemiatrix 1. The Concierge is \rfully behind it, though none can \rfathom his reasons for it. It is \rrumored that there once was a\rdirect teletrans between the new\rcolony and Izar 2. That's a far\rpiece of space to jump across.	芬德米一號正展開新\r發展。守門人全力支\r持，但無人能參透其\r理由。傳聞新殖民地\r與伊薩二號間曾有直\r通跳躍傳送。那可是\r段不近的太空跳距。
204	0xABFB	156	The key to the most powerful\rweapon in the universe can be\rfound in this sector. Watch\ryourself if you use it, it packs\rquite a punch and kicks like a\rmule.	宇宙最強武器之鑰可\r在本星區尋得。用時\r小心，威力不小，後\r座如騾踢。
205	0xAC99	79	Don't anger the Concierge, he is\rvery powerful and VERY dangerous\rwhen angered!	別惹怒守門人，他極\r強且發怒時非常危險！
206	0xACEA	262	If you find yourself on Alnasl 1, \rthe Ominar will undoubtedly try to\renlist your aid. Be careful that\ryou use the proper Strandware on\rthe correct Ominar. And you may\rneed to visit Cor-Caroli 1 to find\rthe Microtic Injector needed to \radminister the Strandware.	若你身處阿納斯爾一\r號，歐米納人必會試\r著請你協助。當心用\r對的鏈件給對的歐米\r納人。或許你還得訪\r科爾卡羅利一號取得\r注入鏈件所需的微注\r射器。
207	0xADF2	314	The Ominar are very intelligent \rcreatures. Many of their control \rmechanisms are difficult to \runderstand. These two things are \rknown to be used on Vega 9: NaCl, \rwhat you call salt, and H2So4,\rwhich you have a most peculiar\rname for. They will grant you\raccess to many things, as will a\rcertain key on Alnasl 1.	歐米納人是極聰穎的\r生物。其控制機制多\r難以理解。已知在織\r女九號用此二物：氯\r化鈉，即你們所稱的\r鹽，及硫酸，你們對\r它有奇特名稱。它們\r將為你開啟諸多通道，\r阿納斯爾一號上某把\r鑰匙亦然。
208	0xAF2E	265	Heed this warning, humans. Do not \rattempt to infiltrate Ascella 2.\rIf you do go there, you will need\rto have the most advanced weapons \ravailable, but even then your \rchances of survival are too low to\rcalculate. Knowing the escape \rsequence may be your only hope.	人類，聽此警告。勿\r試圖滲透阿瑟拉二號。\r若你前往，須備最先\r進武器，即便如此存\r活率亦低不可計。知\r悉脫逃序列或為你唯\r一希望。
209	0xB039	186	You must possess the most powerful\rweapons to survive in this sector.\rEven then your lives are worth\rvery little. Don't even think of \rexploring these planets without\rmega war abilities.	要在本星區生存須持\r最強武器。即便如此\r命也值不了多少。沒\r頂級戰能別想探索這\r些星。
210	0xB0F5	117	Primitive weapons work best\ragainst the Ominar. Keep low tech\rlevel items in your packs when\rdescending on Ascella 2.	原始武器對歐米納人\r最有效。降落阿瑟拉\r二號時包裡備些低階\r科技品。
211	0xB16C	139	I speak Human goodly. My nose is \rshaky but my hair stops cars. Do\ryou have a social consideration?\rMy Chihuahua is inside-out, I must\rsay.	我說人話棒棒。鼻顫\r但髮可擋車。可有社\r交關照？吉娃娃是裡\r外翻的，我必說。
212	0xB1F9	136	You are very close to completing\rthe construction of your "Cygnus\rCanon." There is but one component\rmissing, and you will find it\rhere.	你很接近完成你的\r「天鵝座炮」之建造。\r僅缺一件，可在此尋\r得。
213	0xB283	267	Do you really think it's a good\ridea to use the Cygnus Canon? This\rtechnology is new to you. Have you\rforgotten what happened when smart\rcreatures tried to use it? Why\rdon't you just find a nice planet \rsomewhere safe and take it over\rfor yourselves. Cut your losses.	你真覺得用天鵝座炮\r是好主意？此科技對\r你還新。忘了智慧生\r物試用時的下場嗎？\r何不找個安全的好星\r球占為己有，止損吧。
214	0xB390	363	Mason Polk here, Moonbase commander. There\ris some concern about hostile aliens\rduplicating the Ulysses Exploration Team\rwith the intent of infiltrating the \rdatabanks of Moonbase and sabotaging\rinformation critical to the construction of\rthe Centauri Device. Please confirm your\ridentity by referring to your U.N.F.A. \rmanual and typing in the [ word on page\r|.]	我是月球基地指揮官梅森．波\r克。有跡象顯示敵對外星人複\r製尤利西斯探索隊，意圖滲透\r月球基地資料庫並破壞半人馬\r裝置建造之關鍵情報。請參閱\r您的聯合星際艦隊手冊並輸入\r第 | 頁的 [ 字以確認身分。
215	0xB4FD	378	The Calypso class starcruiser detailed in\rthese tech plans is a drastic improvement\rover our own Ulysses class exploration\rvessel.  An improvement on the power\refficiency curve allows for greater armament\rand more engine mountings. Moonbase\rEngineers tell me we will be able to mount\rfive weapons and five engine pods on the\rhull. You should notice a definite increase\rin speed.	技術圖中詳述的卡呂普索級星\r艦巡航艦對我方尤利西斯級探\r索船是巨大提升。動力效率曲\r線改進，可配備更多武裝與引\r擎掛點。月球基地工程師告訴\r我，艦體可掛五件武器與五具\r引擎艙。速度應有明顯提升。
216	0xB679	362	The information in these ship plans offers\ran improvement on the Calypso class\rstarcruiser, doubling the number of weapons\rmounts possible. The increased hull size\rallows for two additional engine pods and\rgreater cargo storage. I personally named\rthis hull type the Sheroshu, and if I hear\rone more person say 'gesundheit' I'll kick\rthem out of U.N.F.A. myself.	這些艦圖資訊改進了卡呂普索\r級巡航艦，使武器掛點數加倍。\r艦體增大可多掛兩具引擎艙與\r更多貨倉。我親自將此艦型命\r名為謝洛舒，若再聽到誰說\r「祝你健康」我就親手把他踢\r出聯合星際艦隊。
217	0xB7E5	400	Like the Sheroshu class, these starcruiser\rtech readouts allow for ten weapon mountings\rand seven engine pods. However, the great\rbulk of the hull design may cut back a\rlittle on the speed of the ship, depending\ron how you decide to equip her. The\rengineers decided to name this hull design\rthe Kerouac. Don't ask me what it's supposed\rto mean, you know how it is when tech people\rtry to be creative.	如謝洛舒級，這些巡航艦技術\r讀數允許十處武器掛點與七具\r引擎艙。然而艦體龐大可能稍\r減速度，端看你如何配備。工\r程師決定將此艦型命名為克魯\r亞克。別問我這啥意思，你也\r知道技術人員耍創意是什麼樣\r子。
218	0xB977	403	After carefully studying the tech plans and\rreferring to the data retrieved from the\rETS, Moonbase Engineers have determined that\rthe present number of armament and engine\rpods cannot be exceeded. It appears the\radvances in design detailed in these plans\rinvolve increased storage capacity and \rgreater shield protection. I worked with the\rengineers this time and we decided to name\rthis hull Harbinger.	細究技術圖並參酌自 ETS 取\r回的資料後，月球基地工程師\r判定武裝與引擎艙數量無法再\r增。這些圖紙中的設計進步似\r為增大貨倉與強化護盾防護。\r這次我與工程師合作，決定將\r此艦型命名為先驅。
219	0xBB0C	375	The hull type specified in these tech plans\rshould further increase your storage\rcapacity. Moonbase Engineers have overcome\rsome problems with the alien technology and\rI believe your shield protection can be\rboosted as well.  She may be a little slow,\rbut this ship should hold her own out there.\rThe boys in the communications center have \rnicknamed this design the Tempest.	這些技術圖所指定的艦型應能\r再提升你的貨倉容量。月球基\r地工程師已克服外星科技的些\r許問題，我相信護盾防護也能\r隨之強化。她或許略慢，但這\r艦在外頭應能撐住自己。通訊\r中心那群人將此設計暱稱為暴\r風雨。
220	0xBC85	375	Moonbase Engineers wanted to call this ship\rdesign the space slug. That may give you an\ridea of what to expect in the way of speed\rand maneuverability. But she's a sturdy\rship, and you can arm her to the teeth. This\ris the boat I'd want to take into an all-out\rbattle. Lots of shields, lots of fire. Who\rneeds to move fast when you're blowing the\renemy away? I call her Fury.	月球基地工程師原想稱此艦型\r為太空蛞蝓。這應能讓你大致\r了解其速度與機動性。但她是\r艘耐操之艦，可武裝到牙齒。\r這是我想帶上全面決戰的艦。\r護盾多，火力猛。把敵人轟飛\r時誰還需要快？我叫她憤怒。
221	0xBDFE	481	Hello, team. As you may already suspect,\ryour genetic predecessors have died in the\rline of duty.  Fortunately the\rreconnaissance teams that we sent out were\rable to recover everything that the previous\rContact team gathered.  You may note slight\rdifferences in your abilities, but you are,\rafter all clones. We cannot caution you\renough that although you may have William,\rNelson, Osai and Katya's memories, you are\rin many ways different people.  Please be\rcareful in the future.	各位你好。或許你們已猜到，\r你們的基因前身已於任務中殉\r職。所幸我方派出的偵察隊取\r回前接觸隊收集的一切。你們\r或察覺能力略有差異，但畢竟\r是複製體。雖然你們有威廉、\r尼爾森、奧賽與卡蒂亞的記憶，\r在許多方面你們是不同的人。\r今後請務必當心。
255	0x0200	5	space
